Stacja,Liczba rekordów,Liczba parametrów,Komórki z danymi,Braki,Procent braków,Zakres dat
Wrocław - wyb. Conrada-Korzeniowskiego,51144,10,505344,6096,1.1919286719849835,2020-01-01 → 2025-11-01
